U matrix:
0.61844 0.69772 0.86192 
0.30462 0.36844 0.39766 
0.42487 0.45472 0.47415 
0.34294 0.37870 0.37651 
0.91356 1.00239 0.87513 
0.57901 0.53315 0.69261 
0.49955 0.25044 0.41946 
0.87613 1.02372 0.88396 
0.69360 0.74989 0.97414 
0.77766 0.52530 0.75552 
0.36823 0.17745 0.20460 
0.92452 0.88616 0.67762 
0.62057 0.70480 0.81063 
0.72304 0.55454 0.59003 
0.80521 0.60578 0.71683 
1.02915 0.96947 1.21177 
0.60262 0.38098 0.42127 
0.26949 0.20311 0.27495 
0.85861 0.81301 1.06812 
0.59158 0.60783 0.53859 
1.03234 1.03012 1.20777 
0.17288 0.07119 0.34294 
0.66368 0.65551 0.41113 
0.91188 0.79433 0.95307 
0.68043 0.82207 0.88557 
0.76193 0.77916 0.87109 
1.00927 1.05208 0.97598 
0.74280 0.92566 0.86305 
0.34212 0.17518 0.38751 
0.63488 0.47498 0.44391 
1.19118 1.25885 0.95474 
0.77234 0.98372 0.93957 
0.46567 0.54216 0.54492 
1.03292 1.13710 0.94821 
0.97133 0.68815 0.88262 
0.34883 0.18529 0.26797 
1.13859 0.97106 1.10690 
0.22621 0.16878 0.15761 
1.06116 0.83874 0.95798 
0.53330 0.37746 0.37970 
0.20452 0.33006 0.38700 
0.50759 0.39639 0.38935 
0.16189 0.39860 0.23227 
0.89985 0.86648 0.87371 
0.74935 0.76540 0.56714 
0.33465 0.55043 0.52947 
0.46299 0.48450 0.52331 
0.42759 0.53441 0.66701 
0.32017 0.56721 0.55976 
0.98424 1.00616 1.10598 
0.50333 0.47778 0.60549 
0.92095 0.82895 0.75214 
0.67539 0.57925 0.71714 
1.06879 1.01260 0.84700 
0.08738 0.30362 0.20273 
0.88844 0.84009 0.85480 
0.63053 0.61791 0.60780 
0.76578 0.60368 0.69199 
0.80437 0.80143 0.68090 
1.11674 1.13321 0.87755 
0.92601 0.88342 0.87171 
0.69564 0.50923 0.46085 
0.51557 0.52018 0.48979 
0.34889 0.34577 0.57536 
0.47699 0.57147 0.63241 
0.75991 0.80466 0.82366 
1.03770 0.97777 1.13361 
0.96233 0.96375 0.93480 
1.14029 0.95646 1.17200 
0.43254 0.27345 0.45349 
0.31960 0.30356 0.12922 
1.23937 1.03862 1.02348 
0.33944 0.49630 0.47918 
0.41703 0.69807 0.70368 
0.78174 0.69727 0.80047 
0.62229 0.44977 0.62040 
0.48005 0.24299 0.41163 
0.72797 0.67185 0.94479 
0.39595 0.30245 0.33315 
0.65485 0.60877 0.45102 
1.11745 1.02670 0.99279 
0.83861 0.88594 0.75874 
1.08913 0.94309 1.02742 
0.68568 0.54188 0.53882 
0.80321 0.99805 1.08649 
0.59836 0.63031 0.53807 
1.08075 0.90192 1.03678 
0.89043 0.83942 0.79960 
0.17032 0.42500 0.20413 
0.31198 0.34336 0.27044 
1.17125 1.09713 1.27033 
0.52813 0.60928 0.67776 
1.13540 0.98405 0.95633 
0.70087 0.55840 0.80220 
0.88398 0.90514 0.67762 
0.37992 0.30587 0.52420 
0.71969 0.83091 0.68877 
0.76530 1.03527 0.86468 
0.60953 0.51683 0.59000 
1.07928 0.89590 1.04797 
0.45089 0.38654 0.38140 
0.33112 0.27120 0.19821 
1.11026 1.20472 1.19040 
0.86432 0.70848 0.84777 
0.58992 0.62454 0.72925 
1.20379 1.19577 1.44662 
0.60104 0.60750 0.86187 
1.02165 0.97391 1.00927 
1.13528 1.01842 1.07659 
0.11977 0.22682 0.12483 
0.92761 0.71701 0.94467 
0.57596 0.58580 0.83956 
0.79382 0.89783 0.85241 
1.03929 1.12004 1.03943 
0.88458 0.59557 0.74436 
0.86074 1.05174 1.05242 
0.14116 0.14317 0.34235 
0.49195 0.53210 0.62775 
0.62310 0.60327 0.68214 
0.79413 0.87142 0.73742 
0.89549 1.11814 0.87650 
0.68396 0.62867 0.64197 
0.33629 0.02098 0.30957 
1.50311 1.57987 1.37310 
0.77447 1.04022 0.84752 
0.29270 0.25252 0.24689 
0.26246 0.25146 0.14357 
0.63646 0.76553 0.80438 
0.85565 1.10326 1.06682 
0.31369 0.26454 0.09257 
0.34563 0.42335 0.42432 
0.34580 0.21757 0.37137 
0.32447 0.24728 0.14352 
0.28173 0.42726 0.30504 
0.28179 0.11362 0.38799 
0.28299 0.36188 0.46064 
1.11073 1.19245 0.94691 
0.47749 0.74036 0.53983 
0.20114 0.27245 0.31542 
0.46447 0.46738 0.50568 
1.17532 1.19436 0.97835 
0.58864 0.65139 0.69236 
0.86055 1.08716 0.91069 
0.90067 0.81200 0.78913 
1.17136 0.91857 0.95776 
0.39005 0.58893 0.59565 
0.92175 0.88233 0.88012 
0.34904 0.13336 0.26443 
0.70625 0.66556 0.60747 
0.43093 0.24913 0.26922 
0.91691 1.02245 1.00944 
0.16594 0.20965 0.31506 
0.60747 0.64311 0.65103 
0.81650 0.92958 0.80094 
0.81016 1.02580 0.92195 
0.59268 0.79833 0.69788 
0.91146 1.01981 1.06003 
0.47432 0.35060 0.43131 
0.17717 0.37952 0.22499 
0.58887 0.54620 0.64486 
0.40469 0.32499 0.54221 
1.03923 0.90701 0.96199 
1.01602 1.09912 1.13618 
0.64144 0.80750 0.64593 
0.28450 0.27724 0.51921 
0.88462 0.95470 1.12136 
0.71166 0.67608 0.75937 
0.70069 0.60976 0.51184 
0.43038 0.41785 0.33176 
0.88771 0.88853 1.06367 
0.90858 0.87368 0.76040 
0.58039 0.75119 0.48544 
0.57793 0.58700 0.56390 
0.84490 0.88671 0.92561 
1.02421 1.06782 0.87345 
0.97110 0.97150 1.08225 
0.72436 0.75027 0.69919 
0.31535 0.26780 0.55118 
0.66552 0.93097 0.93379 
1.13232 1.02851 0.91153 
0.35842 0.23567 0.27351 
0.14991 0.39835 0.36166 
1.18637 1.26382 1.28964 
0.82627 0.65927 0.51497 
0.34031 0.25323 0.42708 
0.75641 0.66434 0.56640 
0.83489 0.71358 0.63602 
0.61331 0.46402 0.37148 
0.79814 0.88197 0.86628 
0.71356 0.84818 0.95876 
0.48952 0.54853 0.43449 
0.76219 1.01567 0.90417 
0.33182 0.30215 0.23949 
0.67513 0.49725 0.38280 
0.37792 0.24575 0.29009 
1.07481 1.10326 1.10540 
0.63965 0.77189 0.63557 
1.13929 1.24347 1.22029 
1.09341 0.89741 1.02706 
0.92045 0.83736 0.68775 
0.77511 0.85442 0.96167 
0.87657 0.93453 0.97796 
0.53437 0.74266 0.81432 
0.87402 0.94097 0.99920 
0.57912 0.31532 0.53454 
0.94969 0.84104 0.83324 
0.29719 0.38515 0.20690 
0.90845 0.92940 0.91438 
0.89938 0.99005 0.82161 
0.52934 0.46244 0.58598 
0.67651 0.74403 0.43739 
0.88520 0.99469 0.83385 
0.89842 0.74833 0.87897 
0.63625 0.65476 0.71235 
0.40719 0.19080 0.17879 
0.65203 0.61562 0.74021 
0.96905 0.78132 1.06221 
0.70833 0.61767 0.71816 
0.23502 0.43193 0.35805 
0.02701 0.02530 0.09399 
0.75695 0.68278 0.57404 
0.26016 0.33494 0.50205 
1.04909 0.99987 0.87303 
0.11665 0.30511 0.09819 
1.23308 1.33289 1.38323 
1.03408 0.87915 0.79614 
0.79212 0.69986 0.85389 
0.18526 0.09892 0.11315 
0.79798 0.71571 0.64729 
0.20816 0.31722 0.28504 
0.56263 0.62429 0.67977 
1.16207 1.10331 1.04199 
1.01810 0.83233 0.86970 
0.63351 0.32968 0.39657 
0.31479 0.32851 0.45907 
1.05064 1.21439 1.01232 
0.70944 0.65093 0.82590 
0.97695 1.11137 0.85292 
0.98465 1.13572 1.07987 
0.75520 0.77986 0.92109 
0.75765 0.80691 0.86692 
0.86041 1.10995 0.89169 
0.56366 0.39543 0.41787 
0.89292 0.97146 0.85479 
0.79754 0.74520 0.92322 
0.37697 0.27984 0.23523 
0.24704 0.47162 0.20110 
0.91967 0.88302 0.79603 
0.76881 0.82672 0.72861 
1.69998 1.82877 1.79064 
0.34111 0.30484 0.23593 
0.93317 0.99073 0.86271 
0.93332 0.82517 0.89658 
1.04286 0.86977 0.79360 
0.15190 0.35158 0.10986 
1.00862 0.94558 0.94622 
0.85734 0.99971 0.83206 
1.15866 1.04522 1.12403 
0.22770 0.53555 0.30075 
0.86760 0.90005 0.75101 
0.54652 0.70405 0.65546 
0.69626 0.51732 0.75839 
0.91044 1.06408 1.02135 
0.96090 1.15636 0.98147 
0.93193 1.01397 0.82678 
0.36894 0.58101 0.39692 
0.60978 0.56094 0.67944 
1.05240 0.87861 0.77125 
0.76598 0.65588 0.92310 
0.24835 0.23503 0.41786 
1.05804 0.97082 1.03929 
0.84680 0.89817 0.61689 
0.49182 0.57319 0.67374 
0.91326 1.12901 1.05576 
0.58503 0.81176 0.77643 
0.52239 0.68831 0.73779 
0.26181 0.07827 0.37777 
1.05678 0.97638 1.27315 
0.27627 0.54701 0.31513 
0.70794 0.64807 0.82776 
0.21181 0.32184 0.22905 
0.77573 0.87379 0.76984 
0.42942 0.36062 0.48772 
0.34627 0.35328 0.20965 
0.03910 0.22972 0.12629 
0.37758 0.36212 0.40588 
0.61141 0.43579 0.63810 
0.91828 0.83169 0.75041 
0.77841 1.00848 0.79738 
0.31532 0.40356 0.31357 
0.68038 0.71321 0.69499 
0.73694 0.76745 0.75082 
1.07797 0.86108 0.93620 
1.11394 1.05996 0.99527 
0.98871 0.74441 0.88192 
0.34408 0.24596 0.29586 
0.54660 0.56136 0.51682 
0.63976 0.88904 0.80199 
0.29012 0.42962 0.50736 
0.47142 0.23472 0.32166 
0.60221 0.31642 0.42574 
0.74666 0.89463 0.85307 
0.99564 0.95684 1.07566 
0.03285 0.19061 0.06311 
0.68289 0.52633 0.67381 
0.74011 0.86696 0.69389 
0.97730 0.77261 0.88469 
0.26088 0.09377 0.16797 
0.60900 0.78716 0.84936 
0.71042 0.87692 0.68335 
1.01019 0.85132 0.97588 
0.67238 0.63029 0.52725 
0.15130 0.43002 0.33774 
1.00983 1.06448 1.27456 
0.40597 0.30012 0.57717 
0.95524 0.95235 0.78032 
0.97372 1.06653 0.92180 
0.60995 0.60899 0.71247 
1.29379 1.25004 1.31310 
0.43688 0.35062 0.38599 
1.11466 1.01479 1.01418 
1.04008 1.07433 1.07734 
0.79473 0.65025 0.82804 
0.80319 0.81802 1.07294 
0.31466 0.59817 0.30893 
0.56030 0.53886 0.66632 
0.56684 0.58345 0.61153 
0.63725 0.68718 0.57775 
1.04267 0.94517 0.84756 
0.48915 0.29039 0.42690 
0.76514 0.77244 0.72353 
0.29316 0.18662 0.17941 
0.45069 0.32978 0.57960 
1.12184 0.99246 1.06233 
1.02431 0.91318 1.06349 
1.09043 0.90523 0.94915 
0.82604 1.00415 0.97802 
0.09718 0.35122 0.43341 
1.11242 0.83654 0.90469 
0.93954 0.78841 0.69862 
0.62176 0.69767 0.66360 
1.03000 0.82523 1.03860 
0.93768 0.70429 0.82164 
0.92250 0.79156 0.97219 
0.25471 0.09077 0.23916 
0.64144 0.79868 0.79503 
0.76958 0.52566 0.76192 
0.25546 0.45752 0.43951 
1.06494 0.86633 0.84849 
0.54344 0.56875 0.52901 
0.82678 1.06966 0.76797 
0.85703 0.81526 1.07734 
1.02437 0.82808 0.72970 
0.84333 0.64867 0.83006 
1.12952 0.93650 0.94031 
0.23006 0.11547 0.42789 
0.41878 0.60959 0.46339 
0.82397 1.07024 0.84947 
0.72834 0.93207 0.86236 
0.49225 0.39317 0.52898 
0.67863 0.85557 0.84440 
0.75629 0.76854 0.84304 
0.48623 0.32408 0.20208 
0.82224 0.82407 0.98402 
0.80624 0.94054 1.08817 
0.80270 0.84618 0.71389 
0.59582 0.60560 0.52104 
0.53721 0.73751 0.52929 
0.81234 0.86888 0.88758 
0.28692 0.37120 0.15299 
1.05442 0.81083 0.76106 
0.96358 0.96007 0.95842 
0.45971 0.25431 0.23960 
0.89826 0.85365 0.73591 
0.76123 0.78203 0.77820 
1.01377 0.98028 1.06137 
0.76145 0.93647 0.78186 
0.07256 0.08450 0.27549 
0.38037 0.58597 0.62163 
0.36273 0.34847 0.34081 
0.86424 0.95085 0.72610 
0.87488 0.71797 0.92155 
0.25710 0.34993 0.18997 
0.74063 0.58374 0.65155 
0.76407 0.94158 0.91873 
0.58353 0.73394 0.61221 
0.14344 0.31268 0.24909 
0.93954 0.99339 0.88409 
0.21894 0.24277 0.40758 
0.59675 0.50835 0.50314 
1.00466 1.00478 1.11119 
0.47579 0.40753 0.58117 
0.40694 0.29020 0.54568 
0.96717 1.08988 1.02424 
0.83263 0.94967 0.95477 
1.02035 1.00195 0.93251 
0.44213 0.31965 0.36958 
0.19635 0.12900 0.26825 
0.41907 0.53026 0.37404 
1.04284 0.98759 1.04000 
0.40275 0.20181 0.50993 
0.64546 0.66979 0.71336 
0.49544 0.26122 0.49573 
0.48497 0.42221 0.36323 
0.18775 0.28434 0.20230 
0.57532 0.61324 0.70257 
0.86193 0.60484 0.91103 
0.47094 0.60947 0.64257 
0.77841 0.75191 1.02947 
0.47496 0.25644 0.42634 
1.00655 0.90889 0.93112 
0.79704 0.59796 0.74173 
0.24567 0.25029 0.27890 
0.96280 0.84962 0.79673 
0.99916 0.73219 0.97160 
0.81474 0.76614 0.87402 
0.11162 0.31685 0.32244 
1.05696 0.99497 0.86496 
0.56932 0.44766 0.59366 
0.55981 0.44025 0.42356 
0.82480 0.62528 0.85340 
0.77956 0.78179 0.74023 
0.66386 0.71347 0.69088 
0.87761 0.63249 0.85059 
0.55070 0.48848 0.40603 
0.28416 0.43118 0.26927 
0.26700 0.26969 0.29683 
0.72590 0.89146 0.79812 
0.45073 0.51648 0.60766 
1.02214 0.87626 0.91284 
0.84590 0.66456 0.89383 
0.56139 0.34048 0.56037 
0.87792 0.90080 0.82315 
0.43557 0.15861 0.19748 
0.58528 0.39089 0.65390 
0.87062 1.09402 0.87958 
0.16203 0.23152 0.09246 
0.05228 0.23517 0.34436 
0.52923 0.60196 0.66320 
0.63716 0.67260 0.81353 
0.29205 0.56093 0.34939 
1.10106 1.04584 1.07801 
0.61098 0.59337 0.60697 
0.30506 0.14802 0.19230 
0.86763 1.03204 1.04527 
0.89906 0.68578 0.72926 
0.85885 0.83532 0.85267 
0.87237 0.80383 0.82369 
0.84441 0.84640 0.83437 
0.93141 0.87654 0.95993 
1.14446 1.14751 1.02316 
0.90445 0.90354 1.08760 
0.92929 0.64826 0.92189 
0.74664 0.85565 0.86926 
0.39343 0.43086 0.51695 
0.72028 0.82190 0.85622 
0.13792 0.41833 0.43276 
0.91846 0.79894 0.88649 
0.13890 0.33157 0.09694 
0.62577 0.68476 0.89477 
0.98238 0.98497 1.02615 
0.35770 0.39532 0.25783 
0.19686 0.23545 0.36086 
0.57763 0.85994 0.87668 
0.92624 1.02721 1.09883 
0.48856 0.43798 0.41493 
0.53088 0.34735 0.46238 
0.57158 0.33099 0.32612 
0.93330 0.66885 0.72590 
0.69350 0.64580 0.82443 
0.36477 0.31390 0.61141 
0.19479 0.14699 0.14477 
1.06120 0.85584 1.02785 
0.66842 0.88928 0.91470 
0.90586 0.67187 0.92074 
0.89818 1.06831 1.15988 
0.94308 0.65346 0.71705 
0.27338 0.24315 0.17317 
0.62693 0.56332 0.44305 
0.36533 0.39942 0.15640 
0.72801 0.72104 0.65528 
1.06028 0.85028 1.03018 
1.03346 0.94749 0.80809 
0.72376 0.81400 0.66864 
0.20786 0.36081 0.25456 
0.66860 0.68934 0.84044 
0.36850 0.62247 0.63831 
0.26987 0.36414 0.28293 
0.21386 0.40497 0.15491 
0.28894 0.24989 0.32225 
0.55540 0.60128 0.36436 
0.64915 0.84151 0.62921 
0.79601 0.78898 0.71683 
0.60058 0.55468 0.49172 
1.00449 1.01880 0.98590 
0.83764 0.86351 0.75881 
0.30376 0.32109 0.11025 
0.95783 0.99529 1.21354 
0.44777 0.33943 0.40758 
0.20293 0.06955 0.05443 
1.06979 0.82472 0.96651 
0.32316 0.21300 0.40728 
0.36267 0.46680 0.27699 
0.44390 0.28105 0.44390 
0.86670 0.78920 0.72993 
1.05179 0.79246 0.93914 
0.28890 0.16599 0.11960 
1.30216 1.03916 0.97447 
0.80987 1.02483 1.04202 
0.87972 0.96538 0.98453 
0.47427 0.68498 0.51869 
0.59611 0.73003 0.73228 
0.12937 0.21171 0.16412 
0.64481 0.86095 0.67195 
1.07140 1.18163 1.10715 
0.94582 0.88337 0.77472 
1.00165 1.01188 0.88150 
0.83651 0.73960 0.93293 
0.85180 0.56101 0.88582 
0.50616 0.45530 0.56325 
0.35150 0.30101 0.45161 
0.60255 0.48549 0.70491 
0.00281 0.32699 0.16218 
0.57043 0.57989 0.42054 
0.89885 0.94987 0.92477 
0.83248 0.79796 0.84975 
0.23095 0.08070 0.30828 
0.89629 1.06125 1.01110 
0.59093 0.55081 0.57609 
0.53658 0.27587 0.45853 
0.52494 0.59707 0.60049 
0.62783 0.73552 0.71989 
0.32933 0.18468 0.31529 
0.88159 0.90572 0.66052 
0.64673 0.74363 0.65275 
1.06168 1.11417 1.05346 
0.67089 0.74895 0.48559 
0.40685 0.21114 0.37109 
0.61672 0.43529 0.67682 
0.93067 0.86294 0.70549 
1.07178 0.96704 0.98110 
0.03161 0.04207 0.01613 
0.85795 0.70850 0.59854 
0.86926 0.89277 0.91105 
0.82047 0.84089 0.89822 
0.88822 1.01406 0.75380 
0.74657 0.95750 0.72958 
0.99962 0.92594 0.88476 
0.26822 0.35676 0.20032 
0.81782 0.83265 0.98044 
0.33826 0.29281 0.40110 
1.49248 1.39274 1.66361 
0.90221 0.91756 0.84213 
0.66723 0.65432 0.53127 
0.83463 0.80820 0.74522 
0.79233 0.62804 0.74335 
0.87460 1.11899 0.85642 
0.14333 0.20293 0.29823 
0.57952 0.59780 0.52600 
0.46315 0.36942 0.41743 
0.63885 0.55390 0.85632 
0.72413 0.70481 0.87763 
0.60710 0.44441 0.61760 
1.27490 1.29028 1.26710 
0.20212 0.34383 0.35658 
0.52764 0.44198 0.62102 
0.59274 0.55822 0.70524 
0.89960 0.90862 1.09877 
1.03315 1.13284 0.91404 
0.40330 0.45297 0.68026 
0.35056 0.34976 0.16090 
0.87748 1.06628 0.85650 
0.34513 0.39528 0.19680 
0.94654 1.05691 1.13966 
0.47358 0.67894 0.47870 
0.78049 1.04540 0.94153 
0.52315 0.41563 0.56820 
0.40535 0.51605 0.48983 
0.12879 0.22385 0.19043 
0.82978 0.67012 0.69914 
0.89650 0.71320 0.91827 
0.22106 0.24632 0.15933 
0.33057 0.29223 0.40915 
1.06367 1.09136 0.90995 
1.03216 0.88069 0.76718 
0.33838 0.48627 0.40742 
0.82406 0.62067 0.87309 
0.72436 0.87783 0.87432 
0.90899 0.86893 0.96176 
0.99376 0.87020 0.83127 
0.72347 0.77652 0.82693 
0.63213 0.41254 0.44446 
0.37532 0.18609 0.42170 
0.89796 0.86431 0.89561 
1.06646 0.95478 0.87632 
0.68613 0.57880 0.44238 
1.11033 1.10542 1.03694 
0.79799 0.87286 0.87708 
0.75806 0.74929 0.91911 
0.09887 0.28319 0.07931 
0.73273 0.66985 0.68018 
0.99377 0.69807 0.87889 
0.97798 1.10481 1.02797 
0.96361 0.89150 0.80491 
0.65969 0.45192 0.52396 
0.30195 0.35195 0.13883 
0.99675 0.96773 0.88444 
0.82619 0.71587 0.76698 
1.15544 0.94386 1.04265 
0.35622 0.23550 0.52154 
0.95417 0.78758 0.81098 
0.36355 0.48029 0.28941 
0.80405 1.01051 0.83339 
0.87082 1.12978 0.86747 
0.69857 0.42297 0.52582 
0.76026 0.85959 0.94169 
0.82483 0.70613 1.00802 
0.80749 0.80847 0.74054 
0.40353 0.20336 0.20820 
0.25723 0.13310 0.11304 
0.77318 0.92440 0.91850 
1.09218 0.93714 0.92896 
0.80886 0.80585 0.93465 
0.89579 0.87715 0.97576 
0.95520 0.92543 1.15609 
0.55107 0.50906 0.54980 
0.58708 0.47535 0.49087 
0.31891 0.43424 0.44588 
0.72566 0.93420 0.90242 
0.88207 0.88468 0.92111 
0.54135 0.39039 0.45285 
0.44360 0.58876 0.34408 
1.18329 1.13726 0.83645 
0.86514 1.07943 0.92223 
0.85839 0.90682 0.77000 
0.79773 0.78228 0.69808 
0.69189 0.88657 0.71782 
0.49756 0.40680 0.26162 
0.74182 0.44810 0.54373 
0.73773 0.66503 0.56609 
1.01209 0.76186 0.84400 
0.43371 0.46177 0.25240 
0.89555 0.90963 1.08189 
0.90715 1.15100 0.83648 
0.73720 0.83258 0.70990 
0.56618 0.54336 0.45286 
0.28507 0.19033 0.35396 
0.35317 0.20732 0.30248 
0.65472 0.67290 0.51097 
0.68715 0.72708 0.89083 
1.01499 0.88437 1.08567 
0.39124 0.48511 0.56566 
0.96686 0.86341 0.88474 
0.35830 0.41880 0.50902 
0.41660 0.28087 0.43179 
0.91112 0.83181 0.93953 
1.09980 1.22776 1.08598 
0.28721 0.26170 0.15739 
1.21093 1.18465 0.98200 
1.00410 0.86666 0.95938 
0.89729 0.79054 0.79304 
1.00273 0.89543 0.85420 
0.91755 0.75000 0.76304 
0.88476 1.08877 0.77869 
0.63777 0.52098 0.70661 
0.58448 0.54474 0.44198 
0.06665 0.32513 0.16501 
0.32529 0.08274 0.16750 
0.54630 0.51573 0.61740 
1.02257 0.91036 0.99404 
0.56399 0.53789 0.60504 
1.15696 1.16858 1.25803 
0.76704 0.61201 0.54801 
0.43060 0.42513 0.25453 
0.79785 0.77190 0.82747 
0.81664 0.93502 0.93517 
0.40870 0.20441 0.28538 
0.60627 0.62464 0.85344 
0.74863 0.91330 1.05924 
0.85548 0.92020 0.68365 
0.30484 0.44092 0.18904 
0.79707 0.71703 0.72898 
0.24613 0.31507 0.12215 
1.12780 1.07847 0.95735 
0.87526 0.68607 0.61036 
0.63579 0.79374 0.84700 
1.13687 0.85538 0.98388 
0.92881 0.99603 0.75581 
0.47804 0.40223 0.47715 
0.93464 0.88628 1.01127 
0.86413 0.74546 0.86326 
0.79229 0.83102 0.74442 
1.06634 1.11918 0.90391 
0.96642 0.69996 0.92580 
0.46478 0.53470 0.59604 
0.75020 0.75310 0.82207 
1.08318 0.98294 0.98600 
0.79782 0.77057 0.96178 
0.82708 0.80052 0.63373 
0.84796 0.82637 0.62543 
0.32926 0.34477 0.14056 
0.87155 0.96340 0.92201 
1.19634 0.97117 1.00694 
0.66486 0.57104 0.68657 
0.76275 0.74203 0.71702 
0.89742 0.97261 0.82843 
0.21696 0.31665 0.21211 
0.76966 0.93855 0.97200 
1.02771 0.90523 0.81538 
0.61995 0.55552 0.45243 
0.38008 0.25803 0.30782 
1.06828 0.97408 0.84728 
0.67513 0.52079 0.59255 
1.07701 0.88773 0.94371 
0.73767 0.85808 0.83414 
0.64800 0.88381 0.75452 
0.36277 0.32591 0.23722 
0.95427 0.83303 0.84627 
1.08687 1.27757 1.13898 
0.93056 1.23196 0.98563 
0.43227 0.46275 0.46078 
0.84616 0.81162 0.91145 
0.66268 0.75549 0.69898 
0.71192 0.83065 0.67497 
0.97377 0.99560 1.04346 
0.90892 0.94712 0.98462 
0.90616 0.93474 0.78329 
0.84255 0.99516 1.07052 
0.85353 0.83407 1.09796 
1.28316 1.28646 1.11086 
0.37870 0.46948 0.48948 
0.85107 0.51182 0.76037 
0.66508 0.56538 0.71413 
0.82351 0.98258 0.89660 
0.24448 0.34998 0.25737 
0.86972 0.79060 0.79434 
0.68451 0.52421 0.55854 
0.91800 0.77348 0.86822 
0.46540 0.49531 0.41439 
0.39477 0.62502 0.37542 
0.92440 0.96017 0.72167 
0.34113 0.21423 0.25008 
0.96327 1.04607 0.96190 
0.33917 0.32905 0.44768 
0.83772 0.77198 0.79523 
1.03793 0.90484 0.89919 
0.44363 0.19145 0.42360 
0.69241 0.65844 0.82180 
0.93977 1.06830 1.03694 
0.66883 0.62937 0.81065 
0.77035 0.96793 0.93931 
0.61192 0.33086 0.60304 
0.32642 0.35225 0.47007 
1.04437 0.96054 1.02390 
1.07756 1.02003 0.86634 
0.71560 0.53198 0.75334 
0.34218 0.56081 0.64535 
0.60281 0.64029 0.72757 
0.24084 0.44900 0.44360 
0.49657 0.55623 0.48347 
0.86387 0.91922 1.01464 
0.94035 0.89017 0.86105 
0.42097 0.74217 0.61125 
0.44593 0.41658 0.38268 
0.29782 0.19139 0.21734 
1.18295 1.04747 1.01603 
1.29070 0.99097 1.03214 
0.76382 0.78326 0.61686 
0.79162 0.77326 0.87622 
0.81757 0.70332 0.67860 
1.21956 1.18354 1.11342 
0.74806 0.66148 0.86950 
0.47595 0.31951 0.38409 
0.94344 0.99862 1.10697 
0.96043 0.86855 1.02476 
0.84373 1.10294 0.84783 
0.35732 0.32997 0.38035 
0.88366 0.87593 0.77764 
0.85650 0.86531 0.85237 
1.31376 1.16829 0.99444 
0.61502 0.59611 0.64073 
0.44238 0.40040 0.23614 
0.52868 0.54365 0.31461 
0.59545 0.68795 0.66950 
0.73383 0.64318 0.94554 
1.07371 0.89907 1.00128 
0.98452 0.83516 1.02217 
0.96689 0.89000 0.81683 
0.98686 1.12633 1.17827 
0.77993 0.63346 0.81575 
0.92336 0.81872 0.85576 
0.39639 0.41038 0.62775 
0.69070 0.83774 0.76061 
0.42660 0.44265 0.39737 
1.05734 0.82337 0.86506 
1.19187 0.93627 1.07590 
0.43109 0.39305 0.48978 
0.88423 0.83140 0.91701 
0.24560 0.30914 0.24729 
0.50904 0.33293 0.52997 
0.76271 0.89650 0.77610 
0.97253 0.92379 1.05353 
0.39973 0.45816 0.48407 
0.72390 0.71471 0.82759 
0.15693 0.31744 0.18581 
1.00312 1.01210 0.88406 
0.87654 0.89131 1.05018 
1.05857 0.99392 0.81035 
0.94175 0.73497 0.72166 
0.71177 0.71591 0.81008 
1.01513 0.95834 0.89235 
0.75542 0.66175 0.71505 
1.03539 0.99500 0.95409 
0.33377 0.22478 0.09437 
0.46404 0.51581 0.59069 
0.70929 0.49710 0.51251 
0.45934 0.62609 0.73535 
0.37519 0.26399 0.36078 
0.44827 0.30958 0.52909 
0.90942 0.77441 0.82338 
0.86327 0.88754 0.65125 
0.33831 0.53909 0.39724 
0.18379 0.16253 0.12661 
1.30540 1.18224 1.26500 
0.24747 0.43911 0.54601 
0.47094 0.52856 0.53110 
0.31614 0.21019 0.40435 
0.48576 0.23878 0.32119 
0.33838 0.49118 0.28328 
0.97248 1.01065 0.94638 
0.84835 0.69267 0.60993 
0.33070 0.40930 0.14348 
0.54274 0.36756 0.52565 
1.02361 0.93095 0.73229 
0.98653 0.97445 1.04721 
0.69924 0.85023 0.73351 
0.77401 0.77273 0.82552 
0.77324 0.84351 0.63985 
0.83681 0.58154 0.69360 
0.93204 0.75018 0.97721 
0.75270 0.63566 0.88539 
0.60312 0.55412 0.47263 
1.05277 1.09335 0.95927 
0.40205 0.56862 0.46756 
0.53168 0.49462 0.36070 
0.60045 0.30316 0.59568 
0.53570 0.42201 0.37462 
0.59198 0.61712 0.53598 
0.57275 0.61850 0.41797 
1.08399 1.03299 0.82978 
0.41653 0.25239 0.28292 
0.66791 0.56017 0.46527 
0.67470 0.50651 0.50712 
0.93534 0.95605 0.99077 
0.82842 0.81141 0.87962 
0.38235 0.44093 0.27246 
0.49350 0.47800 0.27554 
0.69203 0.43231 0.60543 
0.74415 0.66523 0.66179 
0.09471 0.25028 0.15531 
0.47470 0.24036 0.23558 
0.46375 0.57814 0.35475 
0.68499 0.62522 0.62661 
0.59428 0.72931 0.46082 
0.20429 0.38857 0.50916 
0.69403 0.79518 0.48095 
0.59308 0.38711 0.42694 
0.20849 0.18555 0.47880 
0.75923 0.87310 0.83543 
0.90140 1.01517 1.08096 
0.93829 1.02648 1.15196 
0.28235 0.06222 0.26139 
0.87383 1.02910 1.13260 
1.06682 1.11793 0.98805 
