U matrix:
0.60717 0.41599 0.43614 
0.75988 0.57718 0.60396 
0.82548 0.84045 0.58906 
0.87544 0.94360 0.87485 
0.98991 0.86106 0.82170 
0.81156 0.75051 0.69404 
0.93452 0.95563 0.93859 
0.41604 0.41442 0.61751 
0.38226 0.35417 0.52376 
0.86795 1.12413 1.07804 
0.12774 0.23812 0.26487 
0.30319 0.23506 0.14164 
1.26714 1.07690 1.13196 
0.86613 0.75240 0.81764 
0.45958 0.42567 0.25706 
0.68275 0.88531 0.99105 
0.67377 0.44506 0.60070 
0.92747 0.92752 0.92789 
0.50732 0.55034 0.50897 
1.01980 0.98687 1.05413 
1.05337 1.13882 0.84179 
0.36716 0.42086 0.10687 
0.92378 0.90404 0.84974 
0.81864 1.00301 0.97658 
0.43206 0.28630 0.29237 
0.46997 0.52246 0.44281 
0.87913 0.82444 0.67202 
0.87591 1.09463 0.89876 
1.01823 0.99717 0.97523 
0.94225 0.92018 1.00273 
0.91974 1.03161 0.99716 
0.86160 1.08681 1.05890 
0.49538 0.55257 0.65050 
0.98700 0.89264 1.05881 
0.18674 0.38953 0.34358 
1.03492 1.16523 0.90009 
0.55701 0.47112 0.43618 
1.12491 1.06666 1.08471 
0.89539 0.81989 1.01276 
1.00046 1.01267 0.88466 
0.94611 1.01914 1.05562 
1.19442 0.92729 1.06537 
0.89893 0.86277 1.13319 
0.81591 0.98598 0.94793 
0.18278 0.08942 0.12411 
0.94880 1.07685 0.90627 
0.47456 0.21386 0.18685 
0.77309 0.98834 1.03395 
0.37657 0.66675 0.62327 
0.35093 0.36283 0.29931 
0.93419 0.79476 0.78006 
0.86687 1.05891 1.03393 
0.93767 0.70502 0.94197 
0.88352 0.63205 0.63269 
0.45302 0.66096 0.55883 
1.03044 1.03145 1.03979 
0.49904 0.47537 0.35371 
0.12254 0.12423 0.13033 
0.30504 0.35021 0.32064 
0.96106 0.75968 0.70486 
0.16125 0.11509 0.24688 
0.49548 0.38781 0.44582 
0.21540 0.27397 0.21313 
0.97598 0.93363 0.88455 
0.30940 0.51123 0.46346 
0.84468 0.87459 0.98745 
0.86037 0.89255 0.73968 
0.90528 0.76210 0.64170 
0.07769 0.38946 0.22121 
0.42413 0.53560 0.40731 
1.05887 0.72345 1.01866 
0.31457 0.25707 0.38604 
0.47097 0.50771 0.56786 
0.64561 0.60253 0.61244 
0.47849 0.43001 0.54522 
0.40614 0.47611 0.50173 
0.54156 0.65096 0.47153 
1.16663 1.03654 1.19450 
0.16910 0.24017 0.07292 
0.50502 0.30664 0.24120 
0.29400 0.46695 0.54475 
0.80777 0.65721 0.89086 
0.21229 0.26683 0.38492 
0.33840 0.33049 0.52553 
0.51208 0.28669 0.30232 
0.57633 0.57494 0.47031 
0.42899 0.62276 0.66197 
0.87941 0.84687 0.90487 
0.32178 0.26038 0.26056 
0.77684 0.64600 0.89475 
0.73967 0.46498 0.56779 
0.83866 0.98499 1.06009 
0.78230 0.54957 0.50047 
0.45076 0.28615 0.35981 
0.82881 0.89504 0.67915 
1.02540 1.02438 1.04944 
0.62338 0.69845 0.78395 
0.51970 0.57477 0.53095 
0.40263 0.25220 0.33905 
0.32166 0.31304 0.23565 
0.68573 0.83917 0.88706 
0.90194 0.64817 0.77717 
1.06393 0.96174 0.84231 
0.32275 0.18448 0.24313 
0.65273 0.52614 0.74296 
0.80462 0.80845 0.58018 
1.15411 1.13081 1.01363 
0.53553 0.38772 0.32174 
0.25530 0.30977 0.19752 
0.57124 0.33004 0.33840 
0.27684 0.52433 0.56307 
0.42871 0.35527 0.16019 
0.31616 0.24498 0.31569 
0.52746 0.56990 0.49881 
1.10887 0.88956 0.94181 
0.21260 0.44836 0.33731 
0.98528 1.05630 1.00618 
1.00928 0.86737 0.71030 
0.92835 0.90810 1.03779 
0.69115 0.65501 0.68028 
0.36240 0.60349 0.53582 
0.73749 0.84976 0.86054 
0.51036 0.56258 0.58560 
0.67090 0.88419 0.91944 
0.94394 0.79630 0.88362 
0.32987 0.32519 0.26821 
0.84962 0.87966 0.89165 
0.29027 0.48806 0.22027 
0.64220 0.53304 0.57886 
0.85224 1.00887 0.91035 
0.95717 0.89589 0.79994 
0.33840 0.59327 0.63681 
0.96054 0.86201 0.82395 
0.64693 0.54562 0.54996 
0.84888 1.10049 1.08773 
0.87550 0.66884 0.78270 
0.60683 0.42234 0.61290 
0.51960 0.34153 0.36961 
0.74414 0.80908 1.00271 
0.97118 0.90116 0.98628 
0.52726 0.51284 0.70263 
0.71442 0.78438 0.60611 
0.63199 0.77101 0.82855 
0.32977 0.28537 0.38596 
0.85497 0.74807 0.83416 
0.17157 0.14785 0.09025 
0.15722 0.18293 0.14445 
0.43131 0.63266 0.67388 
0.73544 0.74551 0.72064 
0.93660 1.14065 0.92355 
0.48838 0.55706 0.73009 
0.59432 0.55344 0.74866 
0.95216 1.19914 0.96798 
0.51345 0.44789 0.38633 
1.16515 0.91718 0.99484 
0.41437 0.29467 0.17249 
0.84445 1.00731 0.99534 
0.92347 1.04829 0.93029 
0.53555 0.45887 0.26914 
0.94903 0.93829 0.93504 
0.26512 0.37308 0.36704 
0.18861 0.10127 0.05766 
0.75165 0.84618 0.54950 
0.24064 0.16118 0.37787 
0.81014 0.97268 0.94022 
0.79578 0.86162 1.01239 
0.51122 0.45545 0.42972 
1.12115 0.90220 0.90596 
0.79663 1.00838 0.72163 
1.30893 1.19086 1.21294 
1.01614 1.05368 1.01111 
0.47553 0.26062 0.36595 
0.22954 0.18160 0.42850 
1.19145 0.97974 1.17216 
0.88790 1.12909 0.99830 
0.92407 1.08404 0.95132 
0.55205 0.41935 0.53921 
1.02481 0.80211 0.90579 
0.72682 0.98421 1.00844 
0.43896 0.51265 0.33941 
0.68528 0.59843 0.69324 
1.04434 1.11979 1.01338 
0.98940 0.93153 1.18014 
0.53758 0.55986 0.73075 
0.63004 0.79579 0.68899 
0.52373 0.29362 0.48829 
0.86133 0.66829 0.63184 
0.25175 0.03629 0.03116 
0.68306 0.73459 0.70851 
0.38318 0.49004 0.43115 
1.16458 1.11210 0.98665 
0.60256 0.55478 0.57161 
0.91506 0.85271 0.93429 
0.39151 0.54564 0.38164 
0.68568 0.64096 0.59708 
0.49086 0.37433 0.42954 
0.60790 0.35794 0.43800 
0.18739 0.35413 0.33059 
0.47787 0.58642 0.43869 
0.94376 0.74599 0.60936 
0.69603 0.61731 0.84515 
0.96940 1.07334 0.87654 
0.62300 0.61116 0.41879 
0.16378 0.30525 0.30701 
1.03488 1.08539 1.16270 
0.96929 0.97946 0.96130 
1.06930 1.06012 0.92902 
0.98323 0.79691 0.90980 
0.51668 0.67794 0.54798 
0.40664 0.46030 0.57267 
0.57869 0.37281 0.49528 
0.89661 0.93555 0.78215 
0.87478 1.00336 0.94950 
1.23865 0.93262 1.05071 
0.62636 0.59058 0.75398 
0.57633 0.65085 0.50774 
0.87355 0.57330 0.67854 
0.97155 0.89628 0.97440 
0.25847 0.18114 0.16586 
0.81711 0.72196 0.68554 
0.96110 0.84479 0.90394 
1.03620 1.00397 0.92283 
1.02446 1.15481 0.97334 
0.69906 0.54930 0.47339 
0.43665 0.57348 0.38008 
0.77632 0.66434 0.78677 
0.80321 0.94228 0.89289 
0.49220 0.42616 0.37210 
0.66490 0.70513 0.52664 
0.72531 0.96817 0.85688 
0.32800 0.44793 0.54143 
0.61266 0.78531 0.62828 
0.55484 0.55437 0.55327 
0.82703 0.63903 0.90139 
0.84451 0.98051 0.91185 
0.65252 0.66809 0.83780 
0.56133 0.56649 0.70322 
0.87700 1.17125 0.89257 
0.74635 0.90844 0.90747 
0.98750 0.95164 0.74594 
0.71511 0.95412 0.74683 
1.05354 0.92957 0.82383 
0.43404 0.55745 0.52868 
0.25160 0.38406 0.20039 
0.82369 0.90941 0.96219 
0.90759 1.10908 0.97402 
1.04787 1.06540 0.79801 
0.96130 1.16679 0.98308 
0.49605 0.66738 0.63794 
1.12561 1.04198 1.01628 
0.93849 0.74700 0.77060 
0.56167 0.78079 0.72200 
0.83770 0.93212 0.86746 
0.22932 0.17777 0.29492 
1.05541 0.83827 1.05368 
0.87334 0.99447 0.92081 
0.37832 0.44487 0.26729 
0.39696 0.35145 0.55970 
0.87825 0.97526 1.14930 
0.87415 0.99347 1.11671 
0.93210 0.79728 1.08369 
0.57778 0.59359 0.57752 
0.69277 0.83724 0.78978 
0.31143 0.42365 0.44056 
0.61436 0.62119 0.61522 
0.71770 0.67973 0.61602 
0.32074 0.57486 0.30264 
0.69081 0.66106 0.58140 
0.78688 0.66559 0.76883 
0.62009 0.48405 0.66167 
0.83750 0.81671 1.05398 
0.83457 1.02753 0.75814 
0.50068 0.26170 0.47585 
0.96737 1.11911 0.99731 
0.81281 0.78934 0.99119 
0.74231 0.68533 0.55184 
0.42344 0.34465 0.39118 
0.39462 0.23017 0.17961 
0.46995 0.56428 0.56415 
0.57898 0.69673 0.83408 
0.23078 0.16843 0.46792 
0.92503 0.92819 0.88207 
0.41275 0.42120 0.55516 
0.71522 0.71002 0.61865 
0.83856 0.87135 0.83006 
1.00303 0.98718 0.89914 
0.72108 0.60571 0.66433 
0.61161 0.43155 0.63886 
0.17230 0.18241 0.07540 
0.77713 0.66861 0.69357 
0.80443 0.83681 1.07232 
0.98588 0.93710 0.75204 
0.86043 0.95101 0.87663 
0.59126 0.51114 0.63856 
0.87330 1.01563 0.85516 
0.92870 0.85853 0.81994 
0.85238 0.91833 0.76881 
0.81570 0.80907 0.91707 
0.39833 0.42131 0.36781 
0.70618 0.72289 0.90882 
1.16766 1.14243 1.07422 
0.62623 0.76369 0.59217 
0.70236 0.73541 0.90534 
0.75096 0.85662 0.93429 
0.71631 0.69338 0.61253 
0.70848 0.71589 0.98744 
0.74229 0.51521 0.50141 
0.78318 0.99043 0.93556 
0.83775 0.85105 0.64003 
0.81489 0.92082 1.01527 
1.00494 0.97803 0.99059 
0.80728 0.85593 0.64048 
0.44591 0.62778 0.38200 
0.90608 0.99738 0.87939 
1.06166 1.11771 1.00320 
0.94507 0.97997 0.87112 
0.86628 1.02122 1.17358 
0.39614 0.34161 0.27931 
0.57809 0.58267 0.74742 
0.56465 0.73599 0.48328 
0.85362 0.81362 0.61784 
0.90878 1.05701 1.05352 
0.52664 0.43284 0.43539 
0.97067 0.97752 0.73390 
0.40410 0.49546 0.44264 
0.32500 0.39740 0.37580 
0.88691 1.16993 1.03513 
0.68883 0.68544 0.54597 
0.76828 0.79339 0.81615 
0.59751 0.60323 0.77346 
0.24625 0.23137 0.38944 
0.40819 0.57803 0.72665 
1.25513 1.07241 1.11661 
0.84840 0.75457 0.64659 
1.18385 1.20888 1.15940 
0.84147 1.02444 0.91361 
0.54331 0.38171 0.55120 
0.30213 0.45075 0.30314 
0.25923 0.45861 0.35567 
0.80765 0.85831 0.68073 
0.51499 0.48971 0.58979 
0.69063 0.85122 0.74341 
0.80483 0.83059 1.08960 
0.93765 0.96487 0.82163 
1.06647 1.11151 0.93816 
0.09704 0.25457 0.29635 
0.31980 0.27687 0.42123 
0.19569 0.43802 0.27142 
0.90079 0.80380 0.94949 
0.36462 0.23249 0.48119 
1.02618 1.00979 0.82980 
1.04396 0.92439 1.14912 
0.62133 0.76715 0.68436 
0.33486 0.24297 0.36217 
0.52305 0.64380 0.66091 
0.64004 0.53764 0.47304 
0.88616 0.83461 0.90788 
1.11745 0.94402 1.11042 
1.12013 1.06236 1.18577 
0.88015 0.85910 0.89458 
0.40942 0.32397 0.58790 
0.81827 0.75712 0.98063 
0.78802 0.82118 0.75098 
0.32244 0.38791 0.44948 
0.70930 1.01151 0.83055 
1.05086 0.88331 1.03340 
0.40838 0.49310 0.26676 
1.00635 0.87709 1.05714 
0.40592 0.54420 0.56741 
0.65218 0.80181 0.55140 
1.07590 0.94798 0.84392 
0.33822 0.39735 0.50652 
0.31814 0.51223 0.31997 
1.13777 0.99645 1.16952 
1.38696 1.23045 1.10402 
1.03140 0.93951 0.80202 
1.02904 0.85857 0.94593 
0.26523 0.42702 0.22510 
0.38761 0.29226 0.34955 
0.79510 0.92751 0.88197 
0.58794 0.45126 0.64874 
0.97907 0.95792 0.81111 
0.60800 0.58557 0.73879 
0.22749 0.23368 0.21408 
0.75964 0.99967 0.94639 
0.65282 0.65508 0.79068 
0.54119 0.76877 0.59420 
0.96182 0.79810 0.77572 
0.82602 0.91472 1.04902 
0.82955 0.61672 0.79388 
1.14825 1.05155 1.21031 
0.64168 0.62771 0.65362 
0.46699 0.40013 0.61474 
0.82730 0.83291 0.81151 
0.83593 0.80670 0.79357 
0.60041 0.49449 0.38051 
0.81222 0.85938 0.85685 
0.21972 0.29151 0.48319 
0.88302 0.84029 0.74793 
0.33243 0.38009 0.34521 
1.01037 0.76071 1.02579 
0.20979 0.39998 0.22286 
1.01601 0.86142 1.12204 
0.51602 0.53926 0.55290 
1.01511 0.90794 0.88260 
0.94134 0.68389 0.88443 
0.74390 0.67410 0.54492 
0.96366 0.83074 0.93689 
1.06724 1.14125 1.02109 
1.03403 0.83121 1.05011 
0.89379 0.70061 0.89135 
0.78869 0.90282 0.76099 
0.88399 0.80456 0.81778 
0.30570 0.26301 0.23674 
0.25550 0.36702 0.38293 
0.28482 0.25656 0.45963 
0.76572 0.89036 0.94726 
1.67801 1.71421 1.69061 
0.34715 0.19443 0.33459 
0.58164 0.59253 0.67807 
0.19809 0.36895 0.17675 
0.36996 0.43059 0.48278 
0.80752 0.95178 0.75116 
0.80290 0.72299 0.79519 
0.43129 0.36789 0.29520 
0.38835 0.29417 0.26974 
0.91251 0.85809 0.88786 
0.65346 0.61375 0.59338 
0.44491 0.40762 0.26198 
0.88705 1.04003 0.95251 
0.44285 0.41392 0.50539 
0.34746 0.57153 0.52310 
0.25567 0.46081 0.21809 
0.30267 0.33799 0.36733 
0.02877 0.01912 0.29864 
0.93798 0.86855 0.76386 
1.10162 0.98675 1.00578 
0.38273 0.35209 0.25348 
1.28063 1.07225 1.07567 
0.74142 0.80563 0.79910 
0.91256 0.75916 0.96187 
0.98035 0.78960 0.89917 
0.31892 0.52816 0.22703 
0.54293 0.57026 0.59592 
0.53536 0.24800 0.30452 
0.52483 0.62602 0.74567 
0.96945 0.74112 0.96911 
0.94042 0.80189 0.82217 
1.02693 0.86662 0.87807 
0.89584 0.66636 0.85933 
0.91363 0.68859 0.93554 
0.83092 0.96784 0.70494 
0.85198 0.82870 0.68833 
0.38455 0.32114 0.40925 
0.58506 0.76518 0.59383 
1.05709 1.23738 1.10873 
0.89556 0.65041 0.67265 
0.95325 0.68932 0.89205 
1.55710 1.53339 1.42069 
0.44674 0.26232 0.20024 
0.34069 0.13577 0.39353 
1.05252 0.73311 0.97041 
0.64254 0.51153 0.47757 
0.86254 0.90179 0.75997 
0.71886 0.71786 0.66343 
0.96432 1.12430 0.91935 
0.51363 0.48378 0.55012 
0.25132 0.26105 0.43902 
0.45169 0.40164 0.40973 
0.53093 0.47705 0.60910 
0.93326 0.93238 0.70941 
0.63182 0.49220 0.43021 
0.94328 1.01284 0.87902 
0.54577 0.75070 0.61679 
0.11110 0.06551 0.14091 
0.49339 0.33345 0.55688 
0.57510 0.32448 0.35641 
0.46207 0.62080 0.53774 
1.01714 1.04102 0.83719 
0.76555 0.54337 0.69211 
0.66009 0.52780 0.59270 
0.41465 0.46907 0.64910 
0.77931 0.79247 0.72039 
0.56333 0.72740 0.57535 
0.50314 0.48308 0.47068 
1.01016 0.81529 0.85938 
0.37038 0.37018 0.29706 
0.99656 0.96688 0.88296 
0.86976 0.74812 0.74617 
1.17043 1.08589 0.99329 
0.99762 1.05234 0.96336 
0.52450 0.35490 0.34968 
0.72752 0.58220 0.63955 
0.15506 0.30809 0.22434 
0.25281 0.38557 0.42779 
0.81721 1.09541 1.05029 
0.78585 0.94608 0.95802 
0.66769 0.79698 0.75570 
0.81049 0.98819 0.98068 
1.12082 0.91161 0.91789 
0.86769 0.84738 0.79625 
0.70863 0.87431 0.77159 
0.77813 0.50603 0.55532 
0.27314 0.25422 0.19544 
0.29951 0.24848 0.36358 
0.25867 0.18336 0.27298 
0.46732 0.48213 0.36214 
1.01542 1.18525 0.96609 
0.57703 0.49962 0.50868 
0.43523 0.43554 0.64348 
0.71204 0.71097 0.95226 
0.11263 0.13273 0.08768 
0.93407 0.81732 0.81795 
1.01813 1.09468 1.03038 
0.40544 0.22175 0.27658 
0.22006 0.19118 0.38985 
0.16896 0.17086 0.19854 
0.43523 0.40834 0.53557 
0.57189 0.65842 0.57370 
0.92706 0.92302 0.72575 
0.81383 0.67210 0.72192 
0.44990 0.40948 0.68759 
0.85238 0.99096 0.84907 
0.96689 0.81825 1.03581 
0.09779 0.32280 0.14732 
0.19547 0.24512 0.19768 
0.83803 0.89067 0.87006 
0.86300 0.87421 0.86970 
0.89238 0.99042 0.92199 
0.69899 0.88676 0.85737 
0.92274 0.63376 0.77329 
0.66898 0.70865 0.86459 
0.48117 0.59009 0.61994 
0.83143 0.86713 0.97476 
1.23617 1.14510 0.93901 
0.97752 0.90022 0.91370 
1.04089 1.08791 0.82457 
0.78542 0.50697 0.62152 
0.49984 0.48022 0.43853 
0.82886 0.75177 0.78561 
0.91178 1.20068 1.21873 
0.36907 0.50170 0.26983 
1.00537 1.11423 0.97445 
0.49210 0.45523 0.44661 
0.43889 0.33422 0.48542 
0.43777 0.55769 0.54375 
0.95768 0.95479 1.15783 
0.39799 0.62425 0.54555 
0.84655 0.82735 0.96148 
0.37817 0.57495 0.43143 
0.69649 0.79318 0.81601 
0.97143 1.02031 0.94464 
0.28336 0.41485 0.25454 
0.77011 0.77510 0.60385 
0.56603 0.57347 0.28319 
0.71536 0.59186 0.62000 
0.77848 0.73253 0.92308 
0.62800 0.60911 0.39925 
0.06577 0.17675 0.34967 
0.98409 0.96726 0.72104 
0.73435 0.88522 0.87718 
0.11900 0.41271 0.17948 
0.94625 0.96680 0.80574 
0.65723 0.69206 0.89084 
0.42273 0.39667 0.42547 
1.20187 1.05003 1.08377 
0.66451 0.62897 0.63183 
0.67898 0.53980 0.77742 
0.87403 0.82781 1.10659 
0.53072 0.56952 0.42189 
0.85931 0.98432 0.74242 
0.47320 0.42540 0.43403 
0.45767 0.25846 0.26101 
0.85353 1.04213 0.90828 
0.54467 0.43130 0.38507 
0.90986 0.86522 0.96218 
0.54198 0.57754 0.46182 
0.51257 0.40957 0.51722 
0.11028 0.07065 0.09553 
0.92462 0.93074 0.91947 
0.85955 0.96165 1.04887 
0.34868 0.17428 0.20186 
0.27872 0.30594 0.17651 
0.28213 0.11039 0.31552 
0.40346 0.40412 0.48583 
0.58347 0.66527 0.50197 
0.80328 0.72291 0.91128 
0.74182 0.60427 0.77331 
0.36092 0.17500 0.33544 
0.31972 0.26972 0.24284 
0.26851 0.27309 0.48776 
0.77938 0.79561 0.60637 
0.24932 0.26795 0.34842 
0.20768 0.46799 0.39405 
0.63735 0.69198 0.73644 
0.39676 0.22383 0.41299 
0.24046 0.32311 0.28367 
0.26719 0.41768 0.29181 
0.61608 0.58568 0.59680 
0.51729 0.42212 0.57493 
0.98104 0.94348 1.01722 
1.13669 0.88461 1.07705 
0.53128 0.33101 0.48188 
0.86355 0.58115 0.80102 
0.24553 0.47216 0.28129 
0.06612 0.31085 0.37071 
0.67040 0.68231 0.60261 
0.72666 0.98314 1.00475 
0.47471 0.51076 0.67641 
0.82361 0.65674 0.81051 
0.59336 0.85996 0.72416 
0.98363 0.90676 0.89044 
0.93436 0.65594 0.78476 
0.88469 1.14390 1.07924 
0.65324 0.49281 0.71741 
0.26554 0.17417 0.34353 
0.24041 0.19831 0.33421 
1.08170 1.12516 0.97932 
0.83336 0.72381 0.90271 
0.70629 0.80481 0.87397 
0.77802 0.77214 0.72688 
0.81819 0.88664 0.78086 
0.73809 0.73474 0.44663 
0.95139 0.88522 0.71886 
0.44623 0.48863 0.64553 
1.00699 0.74118 0.75329 
0.54341 0.67536 0.52708 
0.97135 1.06958 1.02847 
0.98569 0.95622 0.76195 
0.29511 0.27890 0.24795 
0.37042 0.25674 0.37704 
0.41443 0.56613 0.42381 
0.57569 0.48405 0.71046 
0.22149 0.26463 0.43948 
1.09817 1.04030 1.09640 
0.90319 0.91873 0.96566 
0.75320 0.62013 0.84815 
0.63163 0.86572 0.66733 
0.94601 0.89240 0.84626 
0.71757 0.65621 0.49197 
0.73766 0.90135 0.93439 
0.81048 0.61264 0.81354 
0.81699 0.80123 0.96499 
0.42676 0.40975 0.47372 
0.88508 0.87780 0.79988 
0.50246 0.22091 0.33366 
0.98718 0.97957 1.02527 
0.49223 0.45806 0.43814 
0.82701 0.53422 0.51979 
0.59336 0.35396 0.43217 
0.94808 1.06630 0.83672 
0.93347 0.86518 0.84099 
0.33378 0.30185 0.45648 
0.44733 0.56160 0.46116 
0.90618 0.85869 0.83361 
0.51757 0.43343 0.39971 
0.35342 0.40027 0.39160 
0.89258 0.89715 0.89623 
0.31802 0.08674 0.14418 
0.23965 0.42407 0.38549 
0.41039 0.35204 0.24656 
0.36178 0.30178 0.24955 
0.40777 0.51873 0.54573 
0.66489 0.85408 0.75250 
1.00787 0.89307 0.87878 
0.39161 0.32044 0.32847 
0.99234 0.87807 0.98492 
0.79718 0.46775 0.68508 
1.16930 0.90981 1.09738 
0.86911 0.82777 0.87074 
0.51874 0.41042 0.44755 
1.03056 0.79448 0.96730 
0.60903 0.78371 0.57004 
0.69525 0.69567 0.83458 
1.02701 0.86666 1.14382 
1.08088 1.22643 1.08622 
0.76407 0.59497 0.78156 
0.30338 0.43703 0.38556 
0.29863 0.39285 0.12183 
0.73049 0.57676 0.64112 
0.24373 0.34569 0.46515 
0.67685 0.68273 0.85046 
0.44650 0.45045 0.56040 
0.64290 0.56667 0.51149 
0.71952 0.67451 0.49218 
0.88461 0.83519 0.85001 
0.63321 0.66086 0.65894 
0.90891 0.87345 0.86167 
0.39892 0.56958 0.40397 
0.90902 0.81391 0.90686 
0.84447 0.83037 0.82168 
0.57413 0.71603 0.65016 
0.85978 0.77644 0.81677 
1.24852 1.00738 1.10437 
0.74548 0.63999 0.69676 
0.67836 0.58433 0.58721 
1.01686 0.86642 1.12476 
0.93630 0.74606 0.93445 
0.95603 1.11433 1.05249 
0.88826 0.82025 0.68237 
0.76669 0.94392 0.70068 
0.38266 0.39050 0.20716 
0.96262 0.88041 0.87962 
1.05040 1.16768 1.12454 
1.27988 1.19978 1.23323 
1.17532 1.28889 1.22337 
0.35861 0.20244 0.12393 
0.51059 0.64114 0.49348 
0.31566 0.12220 0.14260 
0.95962 1.01607 0.67738 
0.63669 0.62523 0.89667 
0.76049 0.91526 1.10465 
0.83180 0.70708 0.62617 
0.37239 0.44761 0.34106 
1.16605 1.08512 0.92236 
0.53851 0.70716 0.55857 
0.85504 0.59911 0.68388 
0.46780 0.53406 0.42375 
0.60291 0.55600 0.49185 
0.73172 0.68347 0.96470 
0.56427 0.51232 0.57529 
0.65520 0.56299 0.51394 
0.76358 0.83666 0.71860 
0.81080 0.64175 0.73183 
0.94639 1.14178 0.92773 
0.71787 0.61691 0.61116 
0.76926 0.74092 0.88644 
0.60462 0.67322 0.51823 
0.69276 0.75407 0.52064 
1.21645 1.31363 1.41152 
1.06986 1.08649 0.95267 
0.74973 1.01237 0.91537 
0.92216 0.93695 0.90758 
0.52210 0.61253 0.48362 
0.96923 0.84544 0.82508 
0.93849 0.90299 0.97912 
0.75487 0.47303 0.71751 
0.98779 0.98407 0.79751 
0.55217 0.57114 0.55005 
0.72331 0.83357 0.69057 
0.20598 0.31990 0.05526 
0.93101 0.83828 0.86321 
0.59388 0.52272 0.64133 
0.56540 0.58821 0.41589 
0.94029 0.79233 0.89655 
0.30848 0.17697 0.38562 
1.00681 0.98940 0.96734 
0.76095 0.96782 0.98958 
0.26486 0.39617 0.30145 
0.61321 0.51967 0.62476 
0.41939 0.30225 0.36643 
0.78737 0.85520 1.09183 
0.25989 0.10345 0.21819 
0.82619 0.89146 0.96980 
0.99127 0.97334 0.72811 
0.72895 0.71467 0.90696 
0.44460 0.67165 0.75508 
1.00681 1.15760 0.89484 
0.78059 0.94537 0.80436 
0.82716 0.89370 0.90831 
0.95569 0.80708 0.99780 
1.02939 0.89216 0.98050 
0.26040 0.22463 0.39157 
1.06749 1.06196 1.00239 
0.83232 0.81223 0.73653 
0.31730 0.28638 0.24075 
0.17901 0.10083 0.14498 
1.22814 1.29996 1.12403 
0.38924 0.37781 0.61583 
0.36504 0.35166 0.54503 
0.81822 0.82509 0.69092 
0.84973 0.85045 0.77819 
0.73776 0.78702 0.60354 
0.42952 0.35490 0.57985 
0.96339 1.03470 0.83957 
0.52004 0.50992 0.41682 
0.31767 0.58421 0.46318 
0.92523 0.70023 0.75448 
0.82423 0.86573 0.64156 
0.92620 0.69737 0.88187 
0.88136 0.89779 1.00321 
0.27739 0.50107 0.26326 
1.13847 1.27432 1.30159 
0.76123 0.65513 0.77337 
0.25015 0.21236 0.09208 
0.89246 0.78553 1.06736 
0.44725 0.62501 0.54777 
0.85701 0.95637 1.17708 
0.97440 0.76288 0.92456 
0.77741 0.59295 0.45991 
0.88765 0.65936 0.88176 
0.71867 0.77031 0.92724 
0.29155 0.41707 0.32200 
0.93942 0.91902 0.97933 
0.84625 0.94126 0.85138 
0.66997 0.50589 0.71059 
0.55234 0.40973 0.56888 
0.54063 0.45210 0.37976 
0.23424 0.35010 0.37334 
0.23703 0.32724 0.46508 
0.45606 0.47043 0.21452 
0.15937 0.34994 0.15174 
0.64067 0.74098 0.75610 
0.63879 0.78217 0.75706 
0.58925 0.39793 0.57967 
0.99796 1.04365 1.09030 
0.51828 0.68953 0.64152 
0.67959 0.47001 0.76355 
1.26421 1.06876 1.02376 
0.96166 0.69263 0.78722 
0.27650 0.37643 0.25083 
0.29867 0.34466 0.36959 
0.69093 0.56633 0.61812 
0.68813 0.75261 0.81328 
1.06632 0.92281 0.84049 
0.24994 0.28629 0.36790 
1.04734 1.00741 1.09000 
0.29591 0.38974 0.50493 
0.39500 0.50377 0.29931 
0.85856 0.89880 0.88665 
0.52690 0.45142 0.35550 
0.36634 0.18327 0.36375 
1.13680 1.19309 0.93716 
0.82483 0.72419 0.89696 
0.91509 0.81651 1.12315 
0.53325 0.51628 0.35248 
0.35168 0.43464 0.35893 
0.98849 0.70707 0.89045 
0.81622 0.75176 0.74445 
0.83106 0.89935 0.63303 
0.93694 0.74353 0.82697 
0.53864 0.52188 0.43830 
0.52281 0.30923 0.30325 
0.88021 0.88726 0.99474 
0.91909 0.82713 0.98429 
0.90921 1.01676 0.77736 
1.01010 1.17385 1.03016 
0.83414 0.79695 0.84916 
0.41175 0.63970 0.68366 
0.81146 0.77730 0.65978 
0.61440 0.70817 0.75678 
0.88867 0.78464 0.80607 
0.79994 0.95161 0.97188 
0.29911 0.45534 0.55132 
0.88525 0.71932 0.82291 
0.57838 0.68024 0.79222 
0.94310 0.85670 0.78859 
1.05667 1.17518 0.98040 
0.72303 0.55049 0.69170 
0.90259 0.75571 0.83524 
0.46947 0.51283 0.56080 
0.87957 0.68151 0.88429 
0.51258 0.73981 0.69197 
1.04911 0.73188 1.07460 
0.72795 0.48485 0.59552 
0.07558 0.31298 0.37927 
0.78250 0.55321 0.69772 
0.67971 0.72760 0.92649 
0.85185 0.90408 0.84559 
0.34026 0.54663 0.62973 
1.04569 1.07115 1.08975 
0.13822 0.18168 0.10720 
0.87999 0.78673 0.65662 
1.04697 0.87839 1.10292 
0.33486 0.09871 0.33970 
0.81999 0.69670 0.75102 
1.01802 0.81380 0.86021 
0.38993 0.28275 0.40497 
0.81239 0.87548 0.69948 
1.20234 0.98919 1.12102 
0.77771 0.76258 0.57427 
0.51194 0.69636 0.73261 
0.77615 0.73481 0.88155 
0.57436 0.59968 0.72198 
